customer_id,monthly_spend,contract_length_months,support_tickets,feature_usage_score,days_since_last_login,price_sensitivity_score,competitor_engagement,churn
C008302,373.44,36,3,0.841,18,0.354,0.342,0
C008303,743.29,12,5,0.64,10,0.373,0.329,0
C008304,1293.62,6,2,0.298,11,0.402,0.563,1
C008305,1259.5,36,2,0.397,11,0.416,0.137,0
C008306,212.87,6,2,0.245,2,0.476,0.659,0
C008307,3069.55,12,4,0.432,0,0.85,0.603,0
C008308,398.25,6,5,0.038,2,0.604,0.363,0
C008309,538.05,24,2,0.559,11,0.235,0.357,0
C008310,323.07,6,3,0.499,9,0.136,0.363,0
C008311,5759.83,6,2,0.065,3,0.294,0.443,0
C008312,807.27,36,1,0.829,25,0.241,0.136,0
C008313,336.71,24,1,0.555,25,0.473,0.528,0
C008314,1327.61,6,2,0.917,48,0.181,0.33,0
C008315,1230.66,24,4,0.592,37,0.369,0.285,1
C008316,572.39,36,2,0.175,35,0.247,0.57,0
C008317,1303.08,3,2,0.245,32,0.244,0.538,0
C008318,343.7,24,3,0.554,42,0.25,0.505,1
C008319,448.39,12,2,0.334,14,0.371,0.224,0
C008320,133.2,12,2,0.625,1,0.829,0.311,0
C008321,230.64,12,0,0.309,16,0.736,0.452,0
C008322,2824.55,12,1,0.315,37,0.483,0.329,0
C008323,2472.89,3,4,0.113,1,0.462,0.083,1
C008324,701.09,24,2,0.917,34,0.164,0.346,0
C008325,2515.8,3,2,0.814,2,0.647,0.065,1
C008326,585.19,12,1,0.294,0,0.601,0.109,0
C008327,547.45,6,1,0.306,24,0.641,0.257,1
C008328,695.9,24,3,0.331,20,0.061,0.232,0
C008329,601.88,12,1,0.208,42,0.27,0.234,1
C008330,559.95,12,2,0.638,21,0.427,0.123,0
C008331,1660.24,12,1,0.067,6,0.168,0.101,1
C008332,750.03,24,3,0.28,50,0.738,0.06,1
C008333,1176.13,12,3,0.369,46,0.205,0.09,1
C008334,1517.93,24,3,0.113,57,0.363,0.076,0
C008335,907.37,3,3,0.28,26,0.773,0.128,0
C008336,306.06,6,3,0.456,40,0.455,0.319,0
C008337,225.36,12,6,0.469,5,0.435,0.229,0
C008338,749.21,36,7,0.486,17,0.285,0.104,0
C008339,579.98,3,3,0.617,6,0.665,0.527,0
C008340,713.31,3,2,0.071,7,0.077,0.5,0
C008341,656.65,6,4,0.793,35,0.197,0.198,1
C008342,5254.6,12,3,0.084,24,0.522,0.368,0
C008343,229.48,12,7,0.964,52,0.053,0.268,1
C008344,135.37,24,3,0.489,30,0.253,0.131,0
C008345,867.75,3,4,0.833,6,0.505,0.188,0
C008346,492.19,6,1,0.32,42,0.714,0.221,1
C008347,856.5,12,2,0.383,1,0.527,0.312,0
C008348,1061.15,12,4,0.239,1,0.821,0.15,1
C008349,1858.05,12,3,0.393,6,0.326,0.444,0
C008350,199.18,6,0,0.188,32,0.324,0.044,1
C008351,426.08,36,4,0.474,52,0.126,0.406,1
C008352,937.31,12,2,0.856,20,0.524,0.182,0
C008353,1231.97,24,1,0.228,52,0.269,0.315,1
C008354,3845.89,12,3,0.397,18,0.188,0.642,0
C008355,1428.76,6,3,0.125,53,0.143,0.176,0
C008356,635.6,24,2,0.549,11,0.284,0.43,1
C008357,326.25,24,4,0.126,71,0.326,0.329,1
C008358,423.51,12,4,0.312,4,0.611,0.471,0
C008359,413.99,12,1,0.796,5,0.498,0.229,0
C008360,1123.48,6,4,0.797,5,0.063,0.131,0
C008361,816.97,12,5,0.736,3,0.44,0.319,0
C008362,230.69,12,9,0.848,14,0.59,0.133,0
C008363,469.32,24,3,0.456,15,0.118,0.364,0
C008364,1342.16,6,4,0.852,30,0.828,0.214,0
C008365,881.24,3,4,0.53,7,0.659,0.252,0
C008366,1048.29,6,5,0.661,48,0.443,0.491,0
C008367,903.56,6,6,0.485,35,0.899,0.243,1
C008368,2443.4,12,6,0.632,27,0.332,0.487,0
C008369,803.39,6,6,0.408,79,0.298,0.201,1
C008370,488.42,24,3,0.625,0,0.603,0.149,0
C008371,319.7,6,4,0.552,88,0.415,0.235,1
C008372,812.15,24,6,0.722,5,0.326,0.597,0
C008373,94.39,12,3,0.165,0,0.195,0.29,0
C008374,573.97,36,4,0.483,11,0.234,0.366,0
C008375,564.15,36,0,0.213,23,0.706,0.08,1
C008376,223.28,24,3,0.589,6,0.554,0.076,0
C008377,316.52,24,1,0.707,11,0.376,0.101,0
C008378,1271.21,12,5,0.472,5,0.512,0.391,0
C008379,799.97,24,2,0.617,0,0.596,0.688,0
C008380,721.57,36,5,0.353,44,0.263,0.282,1
C008381,849.87,3,3,0.926,8,0.43,0.356,0
C008382,716.3,12,1,0.385,3,0.668,0.454,0
C008383,1797.75,6,3,0.764,9,0.183,0.157,0
C008384,734.17,12,1,0.399,0,0.313,0.183,0
C008385,207.15,12,4,0.605,1,0.337,0.344,0
C008386,2450.64,12,3,0.359,16,0.148,0.446,0
C008387,894.51,12,5,0.655,5,0.576,0.324,0
C008388,415.13,36,1,0.847,21,0.228,0.124,0
C008389,244.03,12,7,0.576,12,0.418,0.284,0
C008390,913.0,24,3,0.268,1,0.569,0.149,1
C008391,605.63,12,3,0.509,15,0.152,0.276,0
C008392,2343.3,12,4,0.913,20,0.508,0.345,0
C008393,504.35,12,2,0.177,16,0.71,0.055,1
C008394,340.39,6,4,0.431,5,0.641,0.184,0
C008395,1361.9,12,2,0.398,0,0.461,0.225,0
C008396,1394.41,12,1,0.151,10,0.134,0.196,0
C008397,761.22,12,2,0.665,21,0.539,0.221,1
C008398,1142.63,12,2,0.414,1,0.151,0.17,0
C008399,645.39,12,3,0.68,49,0.514,0.246,1
C008400,801.99,12,1,0.318,8,0.47,0.373,0
C008401,1689.17,12,5,0.396,8,0.814,0.248,0
C008402,1096.91,6,1,0.203,8,0.241,0.479,0
C008403,580.9,6,2,0.334,46,0.617,0.039,1
C008404,1962.33,3,5,0.581,58,0.4,0.256,0
C008405,100.29,3,3,0.576,44,0.292,0.263,1
C008406,3434.61,6,4,0.751,31,0.569,0.107,1
C008407,169.9,3,2,0.967,6,0.46,0.55,0
C008408,402.75,6,5,0.7,26,0.105,0.391,0
C008409,643.72,12,2,0.374,6,0.23,0.243,0
C008410,591.59,3,3,0.39,9,0.535,0.447,1
C008411,1487.91,12,0,0.708,3,0.448,0.083,0
C008412,285.35,36,5,0.395,14,0.512,0.277,1
C008413,819.43,24,4,0.815,32,0.26,0.258,0
C008414,418.82,12,2,0.599,22,0.809,0.591,1
C008415,842.28,36,1,0.452,9,0.281,0.287,0
C008416,631.55,12,3,0.185,22,0.459,0.206,1
C008417,716.48,3,4,0.476,20,0.194,0.488,1
C008418,428.4,36,6,0.819,15,0.367,0.306,1
C008419,442.28,24,3,0.349,6,0.332,0.2,1
C008420,836.99,12,3,0.481,0,0.367,0.601,0
C008421,1415.12,12,3,0.552,0,0.317,0.199,0
C008422,412.15,12,3,0.491,60,0.807,0.07,1
C008423,331.95,6,1,0.801,40,0.422,0.276,0
C008424,1086.56,6,2,0.209,5,0.613,0.117,0
C008425,648.07,12,3,0.49,4,0.47,0.256,0
C008426,1292.58,36,4,0.573,7,0.248,0.193,0
C008427,322.26,3,3,0.68,16,0.53,0.143,1
C008428,160.2,24,1,0.82,0,0.187,0.174,0
C008429,434.24,3,3,0.402,44,0.719,0.031,1
C008430,360.29,12,4,0.915,29,0.432,0.306,0
C008431,624.51,12,5,0.798,15,0.402,0.46,0
C008432,399.62,12,6,0.218,40,0.154,0.223,1
C008433,1203.29,3,1,0.741,15,0.229,0.237,0
C008434,528.2,12,2,0.865,1,0.393,0.375,0
C008435,750.23,12,2,0.85,16,0.607,0.151,0
C008436,754.54,3,2,0.447,13,0.653,0.67,0
C008437,777.41,6,7,0.337,23,0.287,0.2,0
C008438,652.43,12,4,0.383,8,0.551,0.2,0
C008439,1000.73,12,2,0.259,8,0.83,0.377,0
C008440,351.95,6,3,0.571,56,0.682,0.025,1
C008441,2037.61,12,2,0.236,50,0.242,0.427,1
C008442,550.47,36,3,0.126,46,0.279,0.174,0
C008443,232.94,3,2,0.568,10,0.325,0.234,0
C008444,773.14,12,1,0.356,27,0.447,0.202,0
C008445,336.65,3,1,0.512,56,0.561,0.306,1
C008446,1132.6,3,5,0.626,68,0.57,0.209,1
C008447,3895.92,6,3,0.249,5,0.575,0.246,0
C008448,354.51,12,6,0.658,4,0.211,0.136,0
C008449,867.74,24,1,0.611,13,0.431,0.372,0
C008450,163.3,6,3,0.792,40,0.389,0.13,0
C008451,956.35,12,4,0.374,15,0.337,0.437,1
C008452,327.48,12,4,0.656,31,0.727,0.408,0
C008453,403.48,6,2,0.64,12,0.174,0.079,0
C008454,275.61,12,1,0.565,27,0.636,0.714,0
C008455,1194.78,24,3,0.714,6,0.415,0.19,0
C008456,1488.98,24,3,0.612,34,0.297,0.186,0
C008457,677.7,24,4,0.328,31,0.408,0.213,1
C008458,333.11,12,2,0.613,5,0.306,0.132,0
C008459,2372.31,24,6,0.347,41,0.403,0.812,1
C008460,364.92,6,4,0.764,2,0.651,0.244,0
C008461,117.96,24,5,0.501,29,0.101,0.098,0
C008462,959.79,36,3,0.679,37,0.429,0.278,1
C008463,274.84,3,1,0.241,35,0.494,0.385,1
C008464,1466.87,12,1,0.978,5,0.635,0.527,1
C008465,490.34,12,3,0.619,1,0.357,0.154,0
C008466,1078.12,24,3,0.404,0,0.651,0.467,1
C008467,2041.01,6,6,0.482,0,0.478,0.623,0
C008468,252.88,36,1,0.743,14,0.161,0.294,0
C008469,422.95,12,3,0.561,4,0.096,0.146,1
C008470,626.07,6,6,0.894,40,0.144,0.318,0
C008471,2275.7,3,5,0.377,3,0.756,0.115,0
C008472,392.8,24,2,0.467,22,0.612,0.267,0
C008473,413.39,3,4,0.246,50,0.082,0.104,0
C008474,975.07,6,2,0.462,66,0.659,0.029,1
C008475,419.15,12,2,0.932,39,0.61,0.422,0
C008476,751.46,12,1,0.501,4,0.509,0.102,0
C008477,192.24,12,3,0.663,15,0.384,0.108,0
C008478,3910.67,12,2,0.695,4,0.588,0.254,0
C008479,226.29,24,6,0.202,18,0.557,0.186,0
C008480,514.19,36,5,0.061,5,0.604,0.239,1
C008481,648.08,6,3,0.368,8,0.267,0.314,0
C008482,3072.2,24,4,0.706,16,0.198,0.341,0
C008483,230.47,36,5,0.472,2,0.109,0.198,0
C008484,3251.8,12,4,0.448,8,0.236,0.34,1
C008485,1218.95,12,4,0.266,8,0.288,0.35,1
C008486,928.6,6,1,0.52,17,0.26,0.093,0
C008487,302.56,12,4,0.696,16,0.24,0.728,0
C008488,1050.39,12,2,0.245,9,0.847,0.171,1
C008489,372.86,24,5,0.66,40,0.161,0.144,0
C008490,1832.3,36,2,0.607,20,0.626,0.31,0
C008491,305.87,3,5,0.745,32,0.549,0.181,1
C008492,607.57,3,6,0.833,16,0.573,0.697,1
C008493,426.57,3,3,0.435,9,0.667,0.018,0
C008494,301.87,24,3,0.583,9,0.562,0.105,0
C008495,1203.58,6,2,0.85,4,0.565,0.294,0
C008496,1020.83,12,5,0.851,35,0.595,0.044,0
C008497,1749.71,12,2,0.73,37,0.568,0.052,0
C008498,160.15,12,1,0.438,2,0.717,0.258,0
C008499,1558.28,6,4,0.494,35,0.672,0.119,0
C008500,4936.24,24,4,0.305,34,0.44,0.103,1
C008501,463.44,12,5,0.56,18,0.353,0.132,0
C008502,3029.4,36,3,0.755,27,0.268,0.536,0
C008503,538.87,12,1,0.114,50,0.314,0.354,0
C008504,221.87,6,1,0.268,13,0.174,0.182,0
C008505,520.87,6,7,0.385,30,0.222,0.198,0
C008506,1538.5,36,1,0.523,63,0.339,0.452,1
C008507,340.17,24,1,0.968,9,0.108,0.341,0
C008508,411.47,3,4,0.916,11,0.547,0.515,1
C008509,1069.38,24,2,0.353,21,0.151,0.319,1
C008510,666.77,12,6,0.554,13,0.623,0.711,0
C008511,1061.78,12,5,0.852,6,0.658,0.194,0
C008512,804.53,6,1,0.339,18,0.247,0.273,0
C008513,976.23,24,2,0.912,28,0.622,0.453,0
C008514,470.67,3,1,0.5,0,0.459,0.469,0
C008515,800.62,6,6,0.496,4,0.054,0.344,0
C008516,316.75,12,3,0.814,102,0.293,0.261,1
C008517,1864.5,6,2,0.613,39,0.168,0.285,1
C008518,400.45,12,7,0.101,107,0.344,0.525,1
C008519,1641.03,3,1,0.399,20,0.09,0.195,1
C008520,551.76,12,2,0.249,14,0.336,0.317,0
C008521,781.8,36,6,0.404,0,0.673,0.383,1
C008522,447.66,12,2,0.781,8,0.427,0.282,0
C008523,295.07,12,2,0.276,10,0.186,0.687,0
C008524,164.71,12,1,0.653,2,0.257,0.157,0
C008525,285.93,12,2,0.886,10,0.677,0.471,0
C008526,513.31,24,3,0.709,5,0.627,0.268,0
C008527,788.0,6,5,0.385,11,0.557,0.48,0
C008528,1492.64,24,2,0.749,17,0.351,0.096,0
C008529,465.63,24,4,0.545,21,0.688,0.256,0
C008530,328.47,24,2,0.662,15,0.409,0.47,0
C008531,209.73,3,4,0.313,0,0.285,0.225,0
C008532,976.57,3,2,0.564,49,0.295,0.623,1
C008533,2011.34,12,5,0.855,34,0.501,0.267,1
C008534,1831.82,24,6,0.786,18,0.647,0.255,1
C008535,1173.73,12,1,0.381,38,0.525,0.213,1
C008536,1108.58,6,3,0.824,40,0.512,0.186,0
C008537,2586.6,3,4,0.547,5,0.205,0.442,0
C008538,867.54,12,3,0.77,6,0.294,0.121,1
C008539,1115.33,24,5,0.664,1,0.379,0.271,0
C008540,514.59,6,6,0.354,16,0.332,0.471,0
C008541,223.71,3,5,0.425,25,0.203,0.204,0
C008542,384.88,12,4,0.157,2,0.185,0.186,0
C008543,660.29,12,4,0.476,12,0.246,0.317,0
C008544,698.29,24,3,0.523,33,0.811,0.328,1
C008545,3105.81,24,2,0.043,21,0.668,0.222,0
C008546,709.83,12,2,0.332,16,0.29,0.484,1
C008547,1707.99,6,5,0.306,15,0.146,0.342,0
C008548,469.63,12,5,0.615,9,0.56,0.302,0
C008549,518.35,36,3,0.748,11,0.135,0.418,0
C008550,229.7,36,1,0.746,6,0.305,0.281,0
C008551,367.28,24,4,0.722,22,0.218,0.14,0
C008552,1013.93,12,6,0.771,20,0.849,0.177,0
C008553,669.18,24,4,0.699,4,0.203,0.275,0
C008554,1414.24,24,4,0.911,6,0.27,0.15,0
C008555,768.93,12,2,0.237,85,0.702,0.317,1
C008556,501.72,6,5,0.425,2,0.268,0.104,0
C008557,3709.44,36,2,0.299,23,0.271,0.485,0
C008558,617.01,12,1,0.289,14,0.079,0.493,1
C008559,1686.48,6,2,0.679,1,0.606,0.174,0
C008560,482.52,6,4,0.771,1,0.141,0.227,0
C008561,1173.42,12,2,0.467,32,0.258,0.473,0
C008562,1397.46,12,5,0.737,19,0.649,0.339,1
C008563,785.87,3,9,0.67,0,0.626,0.197,0
C008564,101.13,24,2,0.361,6,0.65,0.331,0
C008565,674.93,24,3,0.63,5,0.34,0.286,0
C008566,1780.0,24,0,0.833,16,0.379,0.475,1
C008567,1014.33,6,2,0.533,5,0.576,0.544,0
C008568,950.2,12,6,0.166,31,0.339,0.135,0
C008569,167.7,3,4,0.532,5,0.269,0.142,0
C008570,373.77,12,1,0.619,11,0.484,0.329,0
C008571,924.35,12,1,0.299,10,0.239,0.226,0
C008572,923.63,24,2,0.745,1,0.237,0.317,0
C008573,1757.65,12,6,0.071,9,0.169,0.219,0
C008574,592.36,3,0,0.643,10,0.456,0.274,1
C008575,920.26,12,3,0.352,3,0.218,0.282,0
C008576,673.91,12,1,0.294,43,0.068,0.292,0
C008577,302.01,36,2,0.584,9,0.456,0.443,0
C008578,109.44,36,2,0.717,37,0.308,0.484,0
C008579,938.99,6,4,0.693,17,0.805,0.404,0
C008580,764.45,6,4,0.511,0,0.454,0.716,0
C008581,405.64,6,3,0.588,22,0.4,0.282,0
C008582,182.12,24,1,0.53,10,0.119,0.336,0
C008583,1100.8,3,1,0.825,26,0.265,0.143,0
C008584,537.68,6,1,0.378,23,0.728,0.312,1
C008585,1038.47,12,1,0.642,26,0.07,0.202,0
C008586,2954.96,6,7,0.842,23,0.295,0.199,0
C008587,119.92,3,2,0.384,0,0.179,0.456,0
C008588,380.06,12,0,0.475,67,0.152,0.392,1
C008589,562.56,6,1,0.545,12,0.322,0.319,0
C008590,2129.97,12,3,0.503,44,0.087,0.485,1
C008591,179.63,36,2,0.325,3,0.713,0.351,1
C008592,3129.69,6,4,0.25,8,0.519,0.107,0
C008593,741.51,12,5,0.767,72,0.363,0.397,1
C008594,615.97,36,0,0.026,41,0.172,0.393,0
C008595,567.68,24,5,0.78,31,0.328,0.291,0
C008596,469.18,12,3,0.576,6,0.694,0.417,1
C008597,1538.39,12,1,0.975,24,0.391,0.179,1
C008598,282.93,3,4,0.609,5,0.436,0.447,0
C008599,876.85,24,1,0.375,22,0.071,0.312,1
C008600,489.14,36,7,0.731,68,0.178,0.435,1
C008601,361.51,12,4,0.244,8,0.317,0.075,0
C008602,5264.7,12,2,0.402,13,0.599,0.105,1
C008603,930.05,6,2,0.636,10,0.304,0.144,1
C008604,1086.39,12,3,0.402,2,0.296,0.479,0
C008605,1652.79,12,2,0.638,60,0.48,0.526,0
C008606,213.35,12,1,0.165,9,0.347,0.319,0
C008607,2702.23,3,6,0.744,64,0.27,0.167,1
C008608,89.37,12,4,0.445,25,0.246,0.259,0
C008609,359.6,12,4,0.742,5,0.526,0.095,0
C008610,460.71,6,2,0.813,18,0.48,0.263,1
C008611,1059.32,6,3,0.367,1,0.367,0.091,0
C008612,792.33,6,3,0.502,4,0.721,0.411,1
C008613,582.05,24,3,0.637,2,0.187,0.214,0
C008614,658.79,12,2,0.395,1,0.399,0.073,0
C008615,304.17,24,3,0.743,19,0.527,0.104,0
C008616,200.78,6,5,0.443,6,0.25,0.447,1
C008617,1189.41,36,4,0.747,28,0.689,0.13,0
C008618,1158.6,24,4,0.558,8,0.495,0.1,0
C008619,2362.78,12,1,0.342,40,0.072,0.336,0
C008620,353.54,3,0,0.424,11,0.048,0.04,0
C008621,1157.77,6,1,0.697,8,0.148,0.066,1
C008622,530.08,36,1,0.27,0,0.372,0.116,0
C008623,1723.96,12,4,0.796,26,0.281,0.139,0
C008624,1506.54,12,3,0.895,74,0.233,0.254,0
C008625,787.58,6,6,0.785,6,0.741,0.152,0
C008626,506.93,24,3,0.464,21,0.318,0.112,0
C008627,1434.75,6,3,0.468,22,0.454,0.518,0
C008628,1116.02,12,5,0.172,11,0.322,0.394,0
C008629,384.69,12,3,0.706,8,0.404,0.264,0
C008630,229.93,12,3,0.352,1,0.368,0.093,1
C008631,528.04,12,2,0.441,59,0.657,0.079,1
C008632,2235.75,12,6,0.62,14,0.376,0.377,0
C008633,1664.35,24,1,0.578,7,0.642,0.242,0
C008634,273.18,24,4,0.384,42,0.418,0.427,1
C008635,261.33,24,4,0.281,2,0.223,0.504,0
C008636,1844.1,6,3,0.791,24,0.387,0.287,0
C008637,268.14,24,4,0.356,2,0.196,0.221,0
C008638,999.68,6,0,0.803,26,0.3,0.293,0
C008639,406.32,6,5,0.425,18,0.376,0.163,0
C008640,2425.12,36,1,0.593,16,0.046,0.585,0
C008641,359.12,24,6,0.158,16,0.167,0.181,0
C008642,1660.19,12,4,0.44,11,0.739,0.56,0
C008643,771.15,24,5,0.487,45,0.639,0.173,0
C008644,813.83,36,0,0.28,0,0.331,0.227,0
C008645,137.52,12,1,0.494,41,0.388,0.307,0
C008646,114.17,12,2,0.684,11,0.243,0.177,0
C008647,557.55,24,2,0.67,7,0.333,0.181,0
C008648,810.4,6,6,0.644,18,0.847,0.149,0
C008649,270.38,6,4,0.611,4,0.434,0.364,0
C008650,278.4,24,1,0.492,11,0.394,0.333,0
C008651,1042.29,12,1,0.377,19,0.528,0.19,0
C008652,1043.45,6,1,0.594,9,0.213,0.225,0
C008653,595.74,12,3,0.199,7,0.167,0.301,0
C008654,1241.61,12,3,0.527,17,0.413,0.174,0
C008655,259.99,36,2,0.819,19,0.662,0.394,1
C008656,500.32,12,4,0.801,7,0.423,0.137,0
C008657,2485.68,12,2,0.651,20,0.549,0.409,0
C008658,702.51,36,1,0.631,37,0.546,0.207,0
C008659,735.87,36,2,0.406,2,0.57,0.137,1
C008660,4208.06,12,2,0.746,55,0.399,0.522,0
C008661,217.14,36,2,0.705,1,0.231,0.275,0
C008662,1257.83,12,4,0.537,14,0.787,0.218,0
C008663,2517.92,6,1,0.708,46,0.696,0.39,0
C008664,512.92,6,2,0.448,5,0.241,0.095,0
C008665,1323.06,12,1,0.49,23,0.425,0.291,0
C008666,303.2,12,1,0.677,0,0.196,0.096,0
C008667,383.99,12,2,0.731,13,0.281,0.346,1
C008668,905.03,12,1,0.521,19,0.611,0.56,0
C008669,1259.98,3,2,0.899,15,0.299,0.332,0
C008670,1630.67,3,6,0.131,3,0.672,0.099,0
C008671,2334.85,12,4,0.357,0,0.715,0.156,0
C008672,630.2,6,2,0.757,11,0.722,0.173,0
C008673,1728.29,12,6,0.102,3,0.35,0.393,0
C008674,505.81,12,3,0.659,9,0.393,0.165,0
C008675,1368.78,12,2,0.545,36,0.328,0.667,0
C008676,785.24,12,5,0.761,15,0.409,0.396,0
C008677,950.08,12,2,0.544,1,0.294,0.071,0
C008678,933.37,24,2,0.331,25,0.032,0.589,0
C008679,184.24,36,3,0.942,11,0.352,0.389,0
C008680,270.62,24,5,0.27,0,0.114,0.335,0
C008681,722.01,12,1,0.433,25,0.542,0.175,0
C008682,172.46,6,5,0.917,43,0.516,0.322,0
C008683,1293.32,12,1,0.266,27,0.351,0.353,1
C008684,1335.75,36,5,0.69,76,0.565,0.249,1
C008685,864.14,6,3,0.228,3,0.385,0.783,0
C008686,271.26,6,2,0.649,16,0.57,0.046,0
C008687,2006.43,6,4,0.756,1,0.413,0.101,0
C008688,3394.01,24,4,0.686,74,0.387,0.612,1
C008689,748.19,12,3,0.855,4,0.284,0.497,0
C008690,1000.67,3,2,0.421,56,0.477,0.39,0
C008691,781.64,24,7,0.224,12,0.685,0.279,0
C008692,1016.68,12,4,0.525,31,0.359,0.09,1
C008693,604.47,12,2,0.367,61,0.236,0.378,1
C008694,647.0,12,4,0.537,5,0.223,0.474,0
C008695,1372.75,6,1,0.482,33,0.297,0.524,0
C008696,4343.78,12,4,0.147,44,0.537,0.234,0
C008697,217.01,12,0,0.65,16,0.625,0.226,0
C008698,612.13,12,0,0.161,22,0.365,0.122,1
C008699,258.69,24,2,0.14,11,0.899,0.22,0
C008700,2377.06,12,6,0.665,11,0.686,0.207,1
C008701,415.64,6,3,0.54,3,0.391,0.103,0
C008702,209.65,12,2,0.304,23,0.082,0.444,0
C008703,1108.26,24,6,0.11,3,0.44,0.472,1
C008704,2685.03,3,4,0.466,4,0.308,0.607,0
C008705,1131.02,3,3,0.646,13,0.58,0.645,0
C008706,783.55,12,5,0.459,12,0.614,0.145,1
C008707,922.71,12,2,0.581,20,0.58,0.352,1
C008708,2062.91,6,2,0.428,14,0.179,0.354,1
C008709,330.51,24,3,0.348,7,0.508,0.592,0
C008710,608.21,12,2,0.01,1,0.432,0.061,0
C008711,463.06,36,4,0.491,17,0.739,0.289,0
C008712,261.31,6,4,0.775,13,0.438,0.337,0
C008713,511.48,24,1,0.362,1,0.645,0.13,0
C008714,1613.53,3,2,0.503,24,0.384,0.32,0
C008715,1046.58,12,7,0.351,5,0.341,0.046,1
C008716,1113.71,12,4,0.428,0,0.615,0.347,0
C008717,747.83,12,1,0.256,0,0.307,0.192,0
C008718,1010.96,24,3,0.752,15,0.395,0.114,0
C008719,350.56,3,4,0.659,52,0.52,0.585,0
C008720,519.25,12,6,0.596,37,0.266,0.152,0
C008721,775.57,6,6,0.559,2,0.615,0.182,0
C008722,830.49,24,1,0.195,7,0.311,0.437,0
C008723,859.33,3,6,0.484,7,0.1,0.048,0
C008724,595.46,24,2,0.773,38,0.397,0.167,0
C008725,491.79,24,2,0.093,32,0.56,0.16,0
C008726,8318.33,24,3,0.133,67,0.508,0.175,1
C008727,1373.93,6,2,0.779,14,0.838,0.196,0
C008728,925.67,12,3,0.694,0,0.524,0.308,0
C008729,551.94,3,3,0.422,46,0.162,0.248,1
C008730,463.6,24,3,0.792,0,0.385,0.247,0
C008731,599.06,24,2,0.861,35,0.546,0.14,0
C008732,840.72,12,5,0.112,14,0.628,0.527,0
C008733,147.77,24,4,0.639,67,0.136,0.321,1
C008734,189.52,3,0,0.827,5,0.597,0.348,0
C008735,399.61,12,2,0.466,14,0.09,0.483,0
C008736,785.02,6,3,0.031,0,0.191,0.425,1
C008737,549.27,36,2,0.887,18,0.169,0.11,1
C008738,2170.03,24,4,0.734,1,0.518,0.118,0
C008739,203.18,24,4,0.106,1,0.266,0.358,0
C008740,364.64,36,1,0.86,26,0.341,0.415,0
C008741,2244.13,12,2,0.37,4,0.713,0.171,0
C008742,738.7,36,4,0.297,76,0.174,0.322,1
C008743,1350.02,12,5,0.291,10,0.809,0.184,0
C008744,3432.34,24,4,0.072,13,0.073,0.357,0
C008745,381.82,24,2,0.398,7,0.397,0.336,0
C008746,614.34,3,3,0.458,6,0.191,0.438,0
C008747,534.89,12,2,0.533,41,0.673,0.342,0
C008748,139.26,3,2,0.596,44,0.295,0.034,1
C008749,518.89,36,3,0.45,4,0.677,0.329,1
C008750,1345.94,6,4,0.911,0,0.177,0.17,0
C008751,1025.02,12,1,0.634,6,0.473,0.333,0
C008752,1091.45,24,2,0.155,34,0.126,0.407,1
C008753,492.55,6,1,0.362,13,0.735,0.102,0
C008754,393.52,12,2,0.479,31,0.056,0.27,1
C008755,1836.11,12,2,0.702,35,0.284,0.173,0
C008756,446.82,6,5,0.508,34,0.778,0.521,0
C008757,841.57,24,5,0.72,17,0.058,0.377,0
C008758,757.99,6,4,0.764,3,0.118,0.212,0
C008759,2141.74,6,5,0.356,19,0.048,0.154,0
C008760,1446.83,12,4,0.581,7,0.571,0.551,0
C008761,235.99,12,4,0.425,28,0.658,0.06,0
C008762,257.23,36,0,0.344,4,0.203,0.079,0
C008763,1056.93,24,1,0.598,20,0.142,0.094,1
C008764,631.77,12,2,0.36,1,0.507,0.121,0
C008765,462.14,12,3,0.532,32,0.629,0.064,1
C008766,1498.92,12,2,0.79,7,0.36,0.447,0
C008767,772.76,6,9,0.539,71,0.352,0.152,1
C008768,693.65,12,2,0.072,12,0.289,0.282,0
C008769,1241.24,24,3,0.524,5,0.511,0.15,0
C008770,492.71,12,6,0.173,2,0.574,0.246,0
C008771,2332.78,6,7,0.599,86,0.307,0.314,1
C008772,354.09,12,3,0.735,10,0.439,0.555,0
C008773,1125.01,3,4,0.605,21,0.462,0.585,0
C008774,2094.49,24,5,0.23,7,0.327,0.078,0
C008775,221.0,12,1,0.275,5,0.595,0.17,1
C008776,505.39,12,1,0.756,16,0.368,0.032,0
C008777,1658.66,12,3,0.494,10,0.406,0.315,0
C008778,1678.73,36,1,0.709,13,0.415,0.162,0
C008779,579.87,3,3,0.568,24,0.339,0.299,1
C008780,369.54,24,3,0.386,6,0.5,0.115,0
C008781,1429.03,12,3,0.819,3,0.376,0.139,0
C008782,1714.44,24,1,0.611,15,0.344,0.229,0
C008783,261.98,24,4,0.63,2,0.744,0.135,0
C008784,253.88,6,3,0.409,22,0.602,0.337,0
C008785,796.48,24,2,0.515,17,0.529,0.312,0
C008786,1100.47,12,0,0.675,5,0.569,0.393,0
C008787,523.61,3,2,0.191,6,0.334,0.588,0
C008788,1145.32,6,2,0.206,4,0.284,0.186,0
C008789,376.87,12,3,0.293,44,0.241,0.458,0
C008790,122.52,12,1,0.495,7,0.326,0.304,0
C008791,473.84,24,2,0.33,48,0.56,0.102,1
C008792,699.65,24,4,0.376,0,0.486,0.047,0
